PRINCIPALELE_CULTURI,FORME_DE_PROPRIETATE,REF_AREA,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
Grau - total,din care: Exploatatii agricole individuale,Vrancea,1998,Kilograme,2369.0
Grau - total,Sector privat,Teleorman,1998,Kilograme,2473.0
Grau - total,Sector privat,Tulcea,1998,Kilograme,1651.0
Grau - total,din care: Exploatatii agricole individuale,Hunedoara,1998,Kilograme,2623.0
Grau - total,din care: Exploatatii agricole individuale,Galati,1998,Kilograme,1777.0
Grau - total,Sector privat,Iasi,1998,Kilograme,2860.0
Grau - total,Sector privat,Alba,1998,Kilograme,2334.0
Grau - total,din care: Exploatatii agricole individuale,Iasi,1998,Kilograme,2950.0
Grau - total,din care: Exploatatii agricole individuale,Alba,1998,Kilograme,2404.0
Grau - total,Sector privat,Hunedoara,1998,Kilograme,2598.0
Grau - total,din care: Exploatatii agricole individuale,Giurgiu,1998,Kilograme,2179.0
Grau - total,Sector privat,Mun. Bucuresti -incl. SAI,1998,Kilograme,2562.0
Grau - total,din care: Exploatatii agricole individuale,Timis,1998,Kilograme,3081.0
Grau - total,Sector privat,Vrancea,1998,Kilograme,2285.0
Grau - total,din care: Exploatatii agricole individuale,Neamt,1998,Kilograme,2275.0
Grau - total,Sector privat,Neamt,1998,Kilograme,2261.0
Grau - total,Sector privat,Brasov,1998,Kilograme,2708.0
Grau - total,din care: Exploatatii agricole individuale,Brasov,1998,Kilograme,2628.0
Grau - total,Sector privat,Timis,1998,Kilograme,3104.0
Grau - total,Sector privat,Arges,1998,Kilograme,2305.0
Grau - total,Sector privat,Dolj,1999,Kilograme,2600.0
Grau - total,din care: Exploatatii agricole individuale,Prahova,1999,Kilograme,2873.0
Grau - total,din care: Exploatatii agricole individuale,Suceava,1999,Kilograme,2553.0
Grau - total,Sector privat,Suceava,1999,Kilograme,2579.0
Grau - total,Sector privat,Covasna,1999,Kilograme,3207.0
Grau - total,din care: Exploatatii agricole individuale,Bihor,1999,Kilograme,2016.0
Grau - total,din care: Exploatatii agricole individuale,Calarasi,1999,Kilograme,3149.0
Grau - total,din care: Exploatatii agricole individuale,Covasna,1999,Kilograme,3225.0
Grau - total,Sector privat,Gorj,1999,Kilograme,2683.0
Grau - total,Sector privat,Bihor,1999,Kilograme,2080.0
Grau - total,din care: Exploatatii agricole individuale,Dambovita,1999,Kilograme,2604.0
Grau - total,din care: Exploatatii agricole individuale,Vaslui,1999,Kilograme,1971.0
Grau - total,Sector privat,Calarasi,1999,Kilograme,3282.0
Grau - total,Sector privat,Vaslui,1999,Kilograme,1934.0
Grau - total,din care: Exploatatii agricole individuale,Bistrita-Nasaud,1999,Kilograme,2277.0
Grau - total,din care: Exploatatii agricole individuale,Harghita,1999,Kilograme,2082.0
Grau - total,Sector privat,Harghita,1999,Kilograme,2180.0
Grau - total,Sector privat,Mehedinti,1999,Kilograme,2332.0
Grau - total,din care: Exploatatii agricole individuale,Olt,1999,Kilograme,2828.0
Grau - total,Sector privat,Bistrita-Nasaud,1999,Kilograme,2261.0
Grau - total,Sector privat,Dambovita,1999,Kilograme,2529.0
Grau - total,din care: Exploatatii agricole individuale,Constanta,1999,Kilograme,2754.0
Grau - total,din care: Exploatatii agricole individuale,Vrancea,1999,Kilograme,2919.0
Grau - total,din care: Exploatatii agricole individuale,Mures,1999,Kilograme,2301.0
Grau - total,din care: Exploatatii agricole individuale,Cluj,1999,Kilograme,2108.0
Grau - total,din care: Exploatatii agricole individuale,Mehedinti,1999,Kilograme,2343.0
Grau - total,Sector privat,Mures,1999,Kilograme,2183.0
Grau - total,Sector privat,Olt,1999,Kilograme,2769.0
Grau - total,Sector privat,Giurgiu,1999,Kilograme,2631.0
Grau - total,Sector privat,Cluj,1999,Kilograme,2236.0
Grau - total,din care: Exploatatii agricole individuale,Tulcea,1999,Kilograme,1912.0
Grau - total,din care: Exploatatii agricole individuale,Mun. Bucuresti -incl. SAI,1999,Kilograme,3241.0
Grau - total,din care: Exploatatii agricole individuale,Valcea,1999,Kilograme,3280.0
Grau - total,din care: Exploatatii agricole individuale,Buzau,1999,Kilograme,2672.0
Grau - total,Sector privat,Buzau,1999,Kilograme,2834.0
Grau - total,Sector privat,Sibiu,1999,Kilograme,2311.0
Grau - total,din care: Exploatatii agricole individuale,Maramures,1999,Kilograme,1977.0
Grau - total,din care: Exploatatii agricole individuale,Sibiu,1999,Kilograme,2414.0
Grau - total,din care: Exploatatii agricole individuale,Braila,1999,Kilograme,2651.0
Grau - total,Sector privat,Maramures,1999,Kilograme,2030.0
Grau - total,din care: Exploatatii agricole individuale,Ialomita,1999,Kilograme,3019.0
Grau - total,Sector privat,Valcea,1999,Kilograme,3021.0
Grau - total,Sector privat,Ialomita,1999,Kilograme,3116.0
Grau - total,Sector privat,Constanta,1999,Kilograme,2946.0
Grau - total,din care: Exploatatii agricole individuale,Arad,1999,Kilograme,2497.0
Grau - total,Sector privat,Bacau,1999,Kilograme,2708.0
Grau - total,din care: Exploatatii agricole individuale,Dolj,1999,Kilograme,2662.0
Grau - total,din care: Exploatatii agricole individuale,Satu Mare,1999,Kilograme,2385.0
Grau - total,din care: Exploatatii agricole individuale,Bacau,1999,Kilograme,2655.0
Grau - total,Sector privat,Satu Mare,1999,Kilograme,2614.0
Grau - total,din care: Exploatatii agricole individuale,Arges,1999,Kilograme,2125.0
Grau - total,Sector privat,Arad,1999,Kilograme,2626.0
Grau - total,Sector privat,Prahova,1999,Kilograme,2807.0
Grau - total,din care: Exploatatii agricole individuale,Teleorman,1999,Kilograme,2735.0
Grau - total,Sector privat,Galati,1999,Kilograme,2390.0
Grau - total,din care: Exploatatii agricole individuale,Caras-Severin,1999,Kilograme,2703.0
Grau - total,Sector privat,Botosani,1999,Kilograme,2308.0
Grau - total,din care: Exploatatii agricole individuale,Salaj,1999,Kilograme,2114.0
Grau - total,din care: Exploatatii agricole individuale,Botosani,1999,Kilograme,2460.0
Grau - total,Sector privat,Salaj,1999,Kilograme,2095.0
Grau - total,Sector privat,Caras-Severin,1999,Kilograme,2694.0
Grau - total,din care: Exploatatii agricole individuale,Gorj,1999,Kilograme,2696.0
Grau - total,Sector privat,Braila,1999,Kilograme,2784.0
Grau - total,Sector privat,Teleorman,1999,Kilograme,2795.0
Grau - total,Sector privat,Tulcea,1999,Kilograme,2044.0
Grau - total,Sector privat,Iasi,1999,Kilograme,2539.0
Grau - total,din care: Exploatatii agricole individuale,Hunedoara,1999,Kilograme,2614.0
Grau - total,din care: Exploatatii agricole individuale,Galati,1999,Kilograme,2287.0
Grau - total,din care: Exploatatii agricole individuale,Giurgiu,1999,Kilograme,2710.0
Grau - total,Sector privat,Alba,1999,Kilograme,2278.0
Grau - total,din care: Exploatatii agricole individuale,Alba,1999,Kilograme,2411.0
Grau - total,din care: Exploatatii agricole individuale,Iasi,1999,Kilograme,2509.0
Grau - total,Sector privat,Hunedoara,1999,Kilograme,2551.0
Grau - total,Sector privat,Mun. Bucuresti -incl. SAI,1999,Kilograme,3116.0
Grau - total,din care: Exploatatii agricole individuale,Timis,1999,Kilograme,2645.0
Grau - total,Sector privat,Vrancea,1999,Kilograme,2864.0
Grau - total,Sector privat,Neamt,1999,Kilograme,2779.0
Grau - total,din care: Exploatatii agricole individuale,Neamt,1999,Kilograme,2771.0
Grau - total,din care: Exploatatii agricole individuale,Brasov,1999,Kilograme,2874.0
Grau - total,Sector privat,Brasov,1999,Kilograme,2928.0
Grau - total,Sector privat,Timis,1999,Kilograme,2701.0
Grau - total,Sector privat,Arges,1999,Kilograme,1984.0
Grau - total,din care: Exploatatii agricole individuale,Constanta,2000,Kilograme,2277.0
Grau - total,Sector privat,Olt,2000,Kilograme,2394.0
Grau - total,Sector privat,Buzau,2000,Kilograme,2392.0
Grau - total,Sector privat,Harghita,2000,Kilograme,1884.0
Grau - total,Sector privat,Municipiul Bucuresti,2000,Kilograme,2585.0
Grau - total,Sector privat,Bistrita-Nasaud,2000,Kilograme,1792.0
Grau - total,din care: Exploatatii agricole individuale,Brasov,2000,Kilograme,2579.0
Grau - total,din care: Exploatatii agricole individuale,Giurgiu,2000,Kilograme,2159.0
Grau - total,Sector privat,Arges,2000,Kilograme,2125.0
Grau - total,din care: Exploatatii agricole individuale,Sibiu,2000,Kilograme,2156.0
Grau - total,din care: Exploatatii agricole individuale,Dambovita,2000,Kilograme,1742.0
Grau - total,din care: Exploatatii agricole individuale,Galati,2000,Kilograme,1101.0
Grau - total,Sector privat,Bihor,2000,Kilograme,2082.0
Grau - total,din care: Exploatatii agricole individuale,Satu Mare,2000,Kilograme,2141.0
Grau - total,din care: Exploatatii agricole individuale,Alba,2000,Kilograme,2057.0
Grau - total,din care: Exploatatii agricole individuale,Vaslui,2000,Kilograme,1034.0
Grau - total,din care: Exploatatii agricole individuale,Suceava,2000,Kilograme,2103.0
Grau - total,din care: Exploatatii agricole individuale,Arges,2000,Kilograme,1938.0
Grau - total,din care: Exploatatii agricole individuale,Bacau,2000,Kilograme,1683.0
Grau - total,din care: Exploatatii agricole individuale,Prahova,2000,Kilograme,1687.0
Grau - total,din care: Exploatatii agricole individuale,Harghita,2000,Kilograme,1848.0
Grau - total,Sector privat,Hunedoara,2000,Kilograme,2532.0
Grau - total,din care: Exploatatii agricole individuale,Salaj,2000,Kilograme,1953.0
Grau - total,Sector privat,Suceava,2000,Kilograme,2115.0
Grau - total,din care: Exploatatii agricole individuale,Teleorman,2000,Kilograme,2103.0
Grau - total,Sector privat,Caras-Severin,2000,Kilograme,2997.0
Grau - total,din care: Exploatatii agricole individuale,Hunedoara,2000,Kilograme,2525.0
Grau - total,Sector privat,Covasna,2000,Kilograme,2877.0
Grau - total,din care: Exploatatii agricole individuale,Ilfov,2000,Kilograme,2229.0
Grau - total,Sector privat,Mures,2000,Kilograme,2086.0
Grau - total,Sector privat,Timis,2000,Kilograme,2437.0
Grau - total,Sector privat,Dolj,2000,Kilograme,1699.0
Grau - total,din care: Exploatatii agricole individuale,Neamt,2000,Kilograme,2085.0
Grau - total,Sector privat,Cluj,2000,Kilograme,1660.0
Grau - total,din care: Exploatatii agricole individuale,Covasna,2000,Kilograme,2873.0
Grau - total,Sector privat,Ilfov,2000,Kilograme,2347.0
Grau - total,Sector privat,Calarasi,2000,Kilograme,3108.0
Grau - total,din care: Exploatatii agricole individuale,Valcea,2000,Kilograme,2662.0
Grau - total,din care: Exploatatii agricole individuale,Timis,2000,Kilograme,2400.0
Grau - total,din care: Exploatatii agricole individuale,Municipiul Bucuresti,2000,Kilograme,2361.0
Grau - total,din care: Exploatatii agricole individuale,Mehedinti,2000,Kilograme,1877.0
Grau - total,din care: Exploatatii agricole individuale,Bihor,2000,Kilograme,2022.0
Grau - total,Sector privat,Gorj,2000,Kilograme,2398.0
Grau - total,Sector privat,Sibiu,2000,Kilograme,2080.0
Grau - total,din care: Exploatatii agricole individuale,Tulcea,2000,Kilograme,1050.0
Grau - total,Sector privat,Maramures,2000,Kilograme,1821.0
Grau - total,Sector privat,Dambovita,2000,Kilograme,1747.0
Grau - total,din care: Exploatatii agricole individuale,Calarasi,2000,Kilograme,2845.0
Grau - total,din care: Exploatatii agricole individuale,Botosani,2000,Kilograme,1465.0
Grau - total,din care: Exploatatii agricole individuale,Bistrita-Nasaud,2000,Kilograme,1787.0
Grau - total,Sector privat,Mehedinti,2000,Kilograme,1883.0
Grau - total,Sector privat,Bacau,2000,Kilograme,1822.0
Grau - total,din care: Exploatatii agricole individuale,Vrancea,2000,Kilograme,2220.0
Grau - total,Sector privat,Vaslui,2000,Kilograme,1061.0
Grau - total,Sector privat,Braila,2000,Kilograme,2145.0
Grau - total,din care: Exploatatii agricole individuale,Buzau,2000,Kilograme,2238.0
Grau - total,Sector privat,Satu Mare,2000,Kilograme,2437.0
Grau - total,din care: Exploatatii agricole individuale,Olt,2000,Kilograme,2417.0
Grau - total,Sector privat,Giurgiu,2000,Kilograme,2331.0
Grau - total,din care: Exploatatii agricole individuale,Arad,2000,Kilograme,2030.0
Grau - total,din care: Exploatatii agricole individuale,Caras-Severin,2000,Kilograme,3008.0
Grau - total,din care: Exploatatii agricole individuale,Ialomita,2000,Kilograme,2474.0
Grau - total,Sector privat,Tulcea,2000,Kilograme,1131.0
Grau - total,din care: Exploatatii agricole individuale,Cluj,2000,Kilograme,1604.0
Grau - total,Sector privat,Teleorman,2000,Kilograme,2280.0
Grau - total,din care: Exploatatii agricole individuale,Iasi,2000,Kilograme,1716.0
Grau - total,Sector privat,Botosani,2000,Kilograme,1388.0
Grau - total,Sector privat,Constanta,2000,Kilograme,2426.0
Grau - total,din care: Exploatatii agricole individuale,Mures,2000,Kilograme,2141.0
Grau - total,Sector privat,Ialomita,2000,Kilograme,2720.0
Grau - total,din care: Exploatatii agricole individuale,Dolj,2000,Kilograme,1661.0
Grau - total,din care: Exploatatii agricole individuale,Braila,2000,Kilograme,1937.0
Grau - total,Sector privat,Salaj,2000,Kilograme,1945.0
Grau - total,Sector privat,Iasi,2000,Kilograme,1873.0
Grau - total,Sector privat,Valcea,2000,Kilograme,2602.0
Grau - total,din care: Exploatatii agricole individuale,Maramures,2000,Kilograme,1790.0
Grau - total,Sector privat,Alba,2000,Kilograme,2120.0
Grau - total,Sector privat,Prahova,2000,Kilograme,1836.0
Grau - total,Sector privat,Galati,2000,Kilograme,1445.0
Grau - total,Sector privat,Arad,2000,Kilograme,2202.0
Grau - total,Sector privat,Neamt,2000,Kilograme,2168.0
Grau - total,Sector privat,Vrancea,2000,Kilograme,2234.0
Grau - total,Sector privat,Brasov,2000,Kilograme,2637.0
Grau - total,din care: Exploatatii agricole individuale,Gorj,2000,Kilograme,2400.0
Grau - total,Sector privat,Harghita,2001,Kilograme,2732.0
Grau - total,Sector privat,Brasov,2001,Kilograme,3336.0
Grau - total,Sector privat,Municipiul Bucuresti,2001,Kilograme,3616.0
Grau - total,din care: Exploatatii agricole individuale,Brasov,2001,Kilograme,3225.0
Grau - total,din care: Exploatatii agricole individuale,Giurgiu,2001,Kilograme,3160.0
Grau - total,Sector privat,Arges,2001,Kilograme,3542.0
Grau - total,din care: Exploatatii agricole individuale,Sibiu,2001,Kilograme,2646.0
Grau - total,din care: Exploatatii agricole individuale,Dambovita,2001,Kilograme,3522.0
Grau - total,Sector privat,Timis,2001,Kilograme,3724.0
Grau - total,Sector privat,Mures,2001,Kilograme,3057.0
Grau - total,Sector privat,Bihor,2001,Kilograme,3080.0
Grau - total,Sector privat,Arad,2001,Kilograme,3108.0
Grau - total,Sector privat,Ilfov,2001,Kilograme,3028.0
Grau - total,Sector privat,Dolj,2001,Kilograme,2841.0
Grau - total,din care: Exploatatii agricole individuale,Ilfov,2001,Kilograme,3163.0
Grau - total,din care: Exploatatii agricole individuale,Neamt,2001,Kilograme,3171.0
Grau - total,Sector privat,Cluj,2001,Kilograme,2713.0
Grau - total,Sector privat,Constanta,2001,Kilograme,1717.0
Grau - total,din care: Exploatatii agricole individuale,Covasna,2001,Kilograme,3742.0
Grau - total,din care: Exploatatii agricole individuale,Alba,2001,Kilograme,2710.0
Grau - total,Sector privat,Calarasi,2001,Kilograme,3899.0
Grau - total,Sector privat,Bistrita-Nasaud,2001,Kilograme,2593.0
Grau - total,din care: Exploatatii agricole individuale,Galati,2001,Kilograme,2384.0
Grau - total,din care: Exploatatii agricole individuale,Municipiul Bucuresti,2001,Kilograme,3591.0
Grau - total,din care: Exploatatii agricole individuale,Bihor,2001,Kilograme,2976.0
Grau - total,din care: Exploatatii agricole individuale,Mehedinti,2001,Kilograme,3396.0
Grau - total,Sector privat,Gorj,2001,Kilograme,3275.0
Grau - total,Sector privat,Sibiu,2001,Kilograme,2573.0
Grau - total,din care: Exploatatii agricole individuale,Tulcea,2001,Kilograme,1624.0
Grau - total,din care: Exploatatii agricole individuale,Calarasi,2001,Kilograme,4376.0
Grau - total,Sector privat,Dambovita,2001,Kilograme,3350.0
Grau - total,Sector privat,Maramures,2001,Kilograme,2552.0
Grau - total,din care: Exploatatii agricole individuale,Bistrita-Nasaud,2001,Kilograme,2594.0
Grau - total,din care: Exploatatii agricole individuale,Botosani,2001,Kilograme,2357.0
Grau - total,Sector privat,Mehedinti,2001,Kilograme,3357.0
Grau - total,Sector privat,Bacau,2001,Kilograme,2976.0
Grau - total,din care: Exploatatii agricole individuale,Vrancea,2001,Kilograme,2944.0
Grau - total,Sector privat,Braila,2001,Kilograme,2692.0
Grau - total,din care: Exploatatii agricole individuale,Buzau,2001,Kilograme,3253.0
Grau - total,Sector privat,Satu Mare,2001,Kilograme,3433.0
Grau - total,din care: Exploatatii agricole individuale,Mures,2001,Kilograme,3183.0
Grau - total,din care: Exploatatii agricole individuale,Olt,2001,Kilograme,3676.0
Grau - total,din care: Exploatatii agricole individuale,Ialomita,2001,Kilograme,2664.0
Grau - total,din care: Exploatatii agricole individuale,Caras-Severin,2001,Kilograme,3271.0
Grau - total,Sector privat,Giurgiu,2001,Kilograme,3104.0
Grau - total,Sector privat,Tulcea,2001,Kilograme,1769.0
Grau - total,Sector privat,Buzau,2001,Kilograme,2897.0
Grau - total,din care: Exploatatii agricole individuale,Cluj,2001,Kilograme,2714.0
Grau - total,Sector privat,Vaslui,2001,Kilograme,2816.0
Grau - total,din care: Exploatatii agricole individuale,Iasi,2001,Kilograme,2943.0
Grau - total,Sector privat,Olt,2001,Kilograme,3595.0
Grau - total,Sector privat,Botosani,2001,Kilograme,2211.0
Grau - total,Sector privat,Ialomita,2001,Kilograme,2647.0
Grau - total,Sector privat,Salaj,2001,Kilograme,2713.0
Grau - total,din care: Exploatatii agricole individuale,Dolj,2001,Kilograme,2916.0
Grau - total,din care: Exploatatii agricole individuale,Braila,2001,Kilograme,2628.0
Grau - total,Sector privat,Iasi,2001,Kilograme,2995.0
Grau - total,Sector privat,Valcea,2001,Kilograme,4184.0
Grau - total,din care: Exploatatii agricole individuale,Maramures,2001,Kilograme,2519.0
Grau - total,Sector privat,Alba,2001,Kilograme,2632.0
Grau - total,Sector privat,Prahova,2001,Kilograme,2732.0
Grau - total,din care: Exploatatii agricole individuale,Satu Mare,2001,Kilograme,3142.0
Grau - total,Sector privat,Galati,2001,Kilograme,2510.0
Grau - total,Sector privat,Neamt,2001,Kilograme,3224.0
Grau - total,Sector privat,Hunedoara,2001,Kilograme,2841.0
Grau - total,Sector privat,Teleorman,2001,Kilograme,3499.0
Grau - total,Sector privat,Vrancea,2001,Kilograme,2905.0
Grau - total,din care: Exploatatii agricole individuale,Harghita,2001,Kilograme,2692.0
Grau - total,din care: Exploatatii agricole individuale,Arad,2001,Kilograme,3057.0
Grau - total,din care: Exploatatii agricole individuale,Vaslui,2001,Kilograme,2835.0
Grau - total,din care: Exploatatii agricole individuale,Suceava,2001,Kilograme,2856.0
Grau - total,din care: Exploatatii agricole individuale,Arges,2001,Kilograme,3534.0
Grau - total,din care: Exploatatii agricole individuale,Prahova,2001,Kilograme,2782.0
Grau - total,din care: Exploatatii agricole individuale,Bacau,2001,Kilograme,3030.0
Grau - total,din care: Exploatatii agricole individuale,Gorj,2001,Kilograme,3275.0
Grau - total,din care: Exploatatii agricole individuale,Salaj,2001,Kilograme,2726.0
Grau - total,din care: Exploatatii agricole individuale,Teleorman,2001,Kilograme,3603.0
Grau - total,Sector privat,Caras-Severin,2001,Kilograme,3261.0
Grau - total,Sector privat,Suceava,2001,Kilograme,2900.0
Grau - total,din care: Exploatatii agricole individuale,Hunedoara,2001,Kilograme,2883.0
Grau - total,Sector privat,Covasna,2001,Kilograme,3739.0
Grau - total,din care: Exploatatii agricole individuale,Valcea,2001,Kilograme,4241.0
Grau - total,din care: Exploatatii agricole individuale,Constanta,2001,Kilograme,1710.0
Grau - total,din care: Exploatatii agricole individuale,Timis,2001,Kilograme,3765.0
Grau - total,Sector privat,Harghita,2002,Kilograme,2228.0
Grau - total,Sector privat,Neamt,2002,Kilograme,2916.0
Grau - total,Sector privat,Bistrita-Nasaud,2002,Kilograme,2567.0
Grau - total,Sector privat,Municipiul Bucuresti,2002,Kilograme,786.0
Grau - total,Sector privat,Galati,2002,Kilograme,1966.0
Grau - total,din care: Exploatatii agricole individuale,Sibiu,2002,Kilograme,2900.0
Grau - total,Sector privat,Arges,2002,Kilograme,1698.0
Grau - total,din care: Exploatatii agricole individuale,Brasov,2002,Kilograme,2583.0
Grau - total,din care: Exploatatii agricole individuale,Dambovita,2002,Kilograme,1811.0
Grau - total,Sector privat,Covasna,2002,Kilograme,3386.0
Grau - total,Sector privat,Alba,2002,Kilograme,3000.0
Grau - total,Sector privat,Braila,2002,Kilograme,2476.0
Grau - total,Sector privat,Timis,2002,Kilograme,3248.0
Grau - total,Sector privat,Mures,2002,Kilograme,2762.0
Grau - total,din care: Exploatatii agricole individuale,Buzau,2002,Kilograme,443.0
Grau - total,Sector privat,Dolj,2002,Kilograme,230.0
Grau - total,Sector privat,Cluj,2002,Kilograme,2911.0
Grau - total,Sector privat,Ilfov,2002,Kilograme,1670.0
Grau - total,din care: Exploatatii agricole individuale,Timis,2002,Kilograme,3567.0
Grau - total,Sector privat,Calarasi,2002,Kilograme,1729.0
Grau - total,din care: Exploatatii agricole individuale,Municipiul Bucuresti,2002,Kilograme,1174.0
Grau - total,din care: Exploatatii agricole individuale,Bacau,2002,Kilograme,2719.0
Grau - total,din care: Exploatatii agricole individuale,Bihor,2002,Kilograme,2760.0
Grau - total,din care: Exploatatii agricole individuale,Mehedinti,2002,Kilograme,2737.0
Grau - total,din care: Exploatatii agricole individuale,Covasna,2002,Kilograme,3374.0
Grau - total,Sector privat,Gorj,2002,Kilograme,1011.0
Grau - total,din care: Exploatatii agricole individuale,Harghita,2002,Kilograme,2242.0
Grau - total,Sector privat,Sibiu,2002,Kilograme,2651.0
Grau - total,Sector privat,Constanta,2002,Kilograme,1814.0
Grau - total,Sector privat,Dambovita,2002,Kilograme,1674.0
Grau - total,Sector privat,Maramures,2002,Kilograme,2366.0
Grau - total,din care: Exploatatii agricole individuale,Bistrita-Nasaud,2002,Kilograme,2557.0
Grau - total,Sector privat,Mehedinti,2002,Kilograme,2549.0
Grau - total,din care: Exploatatii agricole individuale,Botosani,2002,Kilograme,3030.0
Grau - total,din care: Exploatatii agricole individuale,Tulcea,2002,Kilograme,2000.0
Grau - total,Sector privat,Bacau,2002,Kilograme,2774.0
Grau - total,din care: Exploatatii agricole individuale,Mures,2002,Kilograme,2848.0
Grau - total,din care: Exploatatii agricole individuale,Galati,2002,Kilograme,1773.0
Grau - total,din care: Exploatatii agricole individuale,Calarasi,2002,Kilograme,1279.0
Grau - total,Sector privat,Satu Mare,2002,Kilograme,3345.0
Grau - total,din care: Exploatatii agricole individuale,Olt,2002,Kilograme,1250.0
Grau - total,din care: Exploatatii agricole individuale,Ilfov,2002,Kilograme,2887.0
Grau - total,din care: Exploatatii agricole individuale,Ialomita,2002,Kilograme,1923.0
Grau - total,Sector privat,Giurgiu,2002,Kilograme,1561.0
Grau - total,din care: Exploatatii agricole individuale,Caras-Severin,2002,Kilograme,2889.0
Grau - total,Sector privat,Tulcea,2002,Kilograme,2078.0
Grau - total,Sector privat,Vaslui,2002,Kilograme,2235.0
Grau - total,Sector privat,Buzau,2002,Kilograme,557.0
Grau - total,din care: Exploatatii agricole individuale,Cluj,2002,Kilograme,2852.0
Grau - total,Sector privat,Olt,2002,Kilograme,1173.0
Grau - total,Sector privat,Botosani,2002,Kilograme,2797.0
Grau - total,Sector privat,Ialomita,2002,Kilograme,1372.0
Grau - total,Sector privat,Salaj,2002,Kilograme,2492.0
Grau - total,din care: Exploatatii agricole individuale,Dolj,2002,Kilograme,197.0
Grau - total,Sector privat,Iasi,2002,Kilograme,2869.0
Grau - total,din care: Exploatatii agricole individuale,Iasi,2002,Kilograme,2861.0
Grau - total,Sector privat,Valcea,2002,Kilograme,1169.0
Grau - total,din care: Exploatatii agricole individuale,Vrancea,2002,Kilograme,1292.0
Grau - total,din care: Exploatatii agricole individuale,Maramures,2002,Kilograme,2337.0
Grau - total,din care: Exploatatii agricole individuale,Giurgiu,2002,Kilograme,1141.0
Grau - total,din care: Exploatatii agricole individuale,Hunedoara,2002,Kilograme,2985.0
Grau - total,Sector privat,Prahova,2002,Kilograme,686.0
Grau - total,din care: Exploatatii agricole individuale,Satu Mare,2002,Kilograme,3194.0
Grau - total,Sector privat,Arad,2002,Kilograme,2531.0
Grau - total,Sector privat,Hunedoara,2002,Kilograme,2847.0
Grau - total,din care: Exploatatii agricole individuale,Arges,2002,Kilograme,1830.0
Grau - total,Sector privat,Brasov,2002,Kilograme,2587.0
Grau - total,din care: Exploatatii agricole individuale,Arad,2002,Kilograme,2601.0
Grau - total,Sector privat,Vrancea,2002,Kilograme,1363.0
Grau - total,din care: Exploatatii agricole individuale,Vaslui,2002,Kilograme,2264.0
Grau - total,Sector privat,Teleorman,2002,Kilograme,2191.0
Grau - total,din care: Exploatatii agricole individuale,Suceava,2002,Kilograme,2987.0
Grau - total,din care: Exploatatii agricole individuale,Braila,2002,Kilograme,2771.0
Grau - total,din care: Exploatatii agricole individuale,Gorj,2002,Kilograme,1008.0
Grau - total,din care: Exploatatii agricole individuale,Salaj,2002,Kilograme,2510.0
Grau - total,din care: Exploatatii agricole individuale,Teleorman,2002,Kilograme,2425.0
Grau - total,Sector privat,Caras-Severin,2002,Kilograme,2875.0
Grau - total,din care: Exploatatii agricole individuale,Constanta,2002,Kilograme,1759.0
Grau - total,Sector privat,Suceava,2002,Kilograme,3005.0
Grau - total,din care: Exploatatii agricole individuale,Valcea,2002,Kilograme,1257.0
Grau - total,Sector privat,Bihor,2002,Kilograme,2697.0
Grau - total,din care: Exploatatii agricole individuale,Alba,2002,Kilograme,3266.0
Grau - total,din care: Exploatatii agricole individuale,Prahova,2002,Kilograme,565.0
Grau - total,din care: Exploatatii agricole individuale,Neamt,2002,Kilograme,2895.0
Grau - total,Sector privat,Hunedoara,2003,Kilograme,2539.0
Grau - total,Sector privat,Neamt,2003,Kilograme,1001.0
Grau - total,Sector privat,Bistrita-Nasaud,2003,Kilograme,2208.0
Grau - total,din care: Exploatatii agricole individuale,Bacau,2003,Kilograme,1235.0
Grau - total,Sector privat,Municipiul Bucuresti,2003,Kilograme,117.0
Grau - total,Sector privat,Arges,2003,Kilograme,1111.0
Grau - total,din care: Exploatatii agricole individuale,Brasov,2003,Kilograme,2463.0
Grau - total,din care: Exploatatii agricole individuale,Sibiu,2003,Kilograme,2835.0
Grau - total,din care: Exploatatii agricole individuale,Braila,2003,Kilograme,278.0
Grau - total,Sector privat,Covasna,2003,Kilograme,2455.0
Grau - total,din care: Exploatatii agricole individuale,Dambovita,2003,Kilograme,1284.0
Grau - total,Sector privat,Mures,2003,Kilograme,2457.0
Grau - total,Sector privat,Timis,2003,Kilograme,3335.0
Grau - total,Sector privat,Braila,2003,Kilograme,795.0
Grau - total,Sector privat,Dolj,2003,Kilograme,1442.0
Grau - total,din care: Exploatatii agricole individuale,Buzau,2003,Kilograme,33.0
Grau - total,Sector privat,Ilfov,2003,Kilograme,755.0
Grau - total,din care: Exploatatii agricole individuale,Timis,2003,Kilograme,3982.0
Grau - total,Sector privat,Galati,2003,Kilograme,835.0
Grau - total,Sector privat,Calarasi,2003,Kilograme,368.0
Grau - total,din care: Exploatatii agricole individuale,Arad,2003,Kilograme,2612.0
Grau - total,Sector privat,Harghita,2003,Kilograme,1637.0
Grau - total,din care: Exploatatii agricole individuale,Bihor,2003,Kilograme,3114.0
Grau - total,din care: Exploatatii agricole individuale,Neamt,2003,Kilograme,1020.0
Grau - total,din care: Exploatatii agricole individuale,Covasna,2003,Kilograme,2451.0
Grau - total,din care: Exploatatii agricole individuale,Mehedinti,2003,Kilograme,2508.0
