PRINCIPALELE_CULTURI,FORME_DE_PROPRIETATE,REF_AREA,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
Grau - total,Sector privat,Vaslui,2006,Kilograme,3518.0
Grau - total,Sector privat,Botosani,2006,Kilograme,2517.0
Grau - total,din care: Exploatatii agricole individuale,Vaslui,2006,Kilograme,3115.0
Grau - total,Sector privat,Salaj,2006,Kilograme,2221.0
Grau - total,Sector privat,Ialomita,2006,Kilograme,2481.0
Grau - total,din care: Exploatatii agricole individuale,Galati,2006,Kilograme,1868.0
Grau - total,din care: Exploatatii agricole individuale,Iasi,2006,Kilograme,2557.0
Grau - total,din care: Exploatatii agricole individuale,Giurgiu,2006,Kilograme,2225.0
Grau - total,din care: Exploatatii agricole individuale,Maramures,2006,Kilograme,2087.0
Grau - total,din care: Exploatatii agricole individuale,Gorj,2006,Kilograme,2326.0
Grau - total,Sector privat,Valcea,2006,Kilograme,2690.0
Grau - total,din care: Exploatatii agricole individuale,Dolj,2006,Kilograme,2416.0
Grau - total,din care: Exploatatii agricole individuale,Mures,2006,Kilograme,2578.0
Grau - total,Sector privat,Alba,2006,Kilograme,2425.0
Grau - total,Sector privat,Prahova,2006,Kilograme,2271.0
Grau - total,Sector privat,Braila,2006,Kilograme,3711.0
Grau - total,din care: Exploatatii agricole individuale,Satu Mare,2006,Kilograme,2929.0
Grau - total,din care: Exploatatii agricole individuale,Vrancea,2006,Kilograme,2466.0
Grau - total,Sector privat,Neamt,2006,Kilograme,2665.0
Grau - total,Sector privat,Harghita,2006,Kilograme,1942.0
Grau - total,din care: Exploatatii agricole individuale,Bacau,2007,Kilograme,1711.0
Grau - total,Sector privat,Olt,2007,Kilograme,832.0
Grau - total,Sector privat,Neamt,2007,Kilograme,1979.0
Grau - total,Sector privat,Arad,2007,Kilograme,2630.0
Grau - total,Sector privat,Brasov,2007,Kilograme,2771.0
Grau - total,din care: Exploatatii agricole individuale,Neamt,2007,Kilograme,1905.0
Grau - total,din care: Exploatatii agricole individuale,Salaj,2007,Kilograme,2034.0
Grau - total,Sector privat,Teleorman,2007,Kilograme,1152.0
Grau - total,Sector privat,Arges,2007,Kilograme,1681.0
Grau - total,din care: Exploatatii agricole individuale,Gorj,2007,Kilograme,1570.0
Grau - total,din care: Exploatatii agricole individuale,Maramures,2007,Kilograme,2012.0
Grau - total,Sector privat,Caras-Severin,2007,Kilograme,2058.0
Grau - total,din care: Exploatatii agricole individuale,Teleorman,2007,Kilograme,1024.0
Grau - total,Sector privat,Suceava,2007,Kilograme,2953.0
Grau - total,Sector privat,Covasna,2007,Kilograme,2780.0
Grau - total,din care: Exploatatii agricole individuale,Covasna,2007,Kilograme,2705.0
Grau - total,Sector privat,Ilfov,2007,Kilograme,998.0
Grau - total,din care: Exploatatii agricole individuale,Alba,2007,Kilograme,2573.0
Grau - total,Sector privat,Bihor,2007,Kilograme,2270.0
Grau - total,din care: Exploatatii agricole individuale,Mehedinti,2007,Kilograme,602.0
Grau - total,Sector privat,Vrancea,2007,Kilograme,1568.0
Grau - total,din care: Exploatatii agricole individuale,Satu Mare,2007,Kilograme,2260.0
Grau - total,Sector privat,Hunedoara,2007,Kilograme,1784.0
Grau - total,Sector privat,Harghita,2007,Kilograme,2188.0
Grau - total,din care: Exploatatii agricole individuale,Arges,2007,Kilograme,1718.0
Grau - total,Sector privat,Bistrita-Nasaud,2007,Kilograme,2507.0
Grau - total,din care: Exploatatii agricole individuale,Suceava,2007,Kilograme,2918.0
Grau - total,Sector privat,Municipiul Bucuresti,2007,Kilograme,704.0
Grau - total,din care: Exploatatii agricole individuale,Tulcea,2007,Kilograme,737.0
Grau - total,Sector privat,Buzau,2007,Kilograme,1090.0
Grau - total,din care: Exploatatii agricole individuale,Hunedoara,2007,Kilograme,1797.0
Grau - total,din care: Exploatatii agricole individuale,Brasov,2007,Kilograme,2696.0
Grau - total,Sector privat,Vaslui,2007,Kilograme,1420.0
Grau - total,Sector privat,Timis,2007,Kilograme,2922.0
Grau - total,Sector privat,Dolj,2007,Kilograme,664.0
Grau - total,din care: Exploatatii agricole individuale,Buzau,2007,Kilograme,925.0
Grau - total,Sector privat,Mures,2007,Kilograme,2323.0
Grau - total,Sector privat,Cluj,2007,Kilograme,2475.0
Grau - total,Sector privat,Galati,2007,Kilograme,1538.0
Grau - total,din care: Exploatatii agricole individuale,Arad,2007,Kilograme,2359.0
Grau - total,Sector privat,Calarasi,2007,Kilograme,1144.0
Grau - total,din care: Exploatatii agricole individuale,Braila,2007,Kilograme,1823.0
Grau - total,din care: Exploatatii agricole individuale,Dambovita,2007,Kilograme,1496.0
Grau - total,din care: Exploatatii agricole individuale,Constanta,2007,Kilograme,1194.0
Grau - total,din care: Exploatatii agricole individuale,Bihor,2007,Kilograme,2054.0
Grau - total,Sector privat,Gorj,2007,Kilograme,1579.0
Grau - total,Sector privat,Sibiu,2007,Kilograme,2272.0
Grau - total,din care: Exploatatii agricole individuale,Valcea,2007,Kilograme,2123.0
Grau - total,din care: Exploatatii agricole individuale,Timis,2007,Kilograme,2418.0
Grau - total,Sector privat,Maramures,2007,Kilograme,2015.0
Grau - total,Sector privat,Dambovita,2007,Kilograme,1490.0
Grau - total,din care: Exploatatii agricole individuale,Caras-Severin,2007,Kilograme,2160.0
Grau - total,din care: Exploatatii agricole individuale,Botosani,2007,Kilograme,1747.0
Grau - total,din care: Exploatatii agricole individuale,Bistrita-Nasaud,2007,Kilograme,2442.0
Grau - total,Sector privat,Bacau,2007,Kilograme,1764.0
Grau - total,Sector privat,Mehedinti,2007,Kilograme,606.0
Grau - total,din care: Exploatatii agricole individuale,Ilfov,2007,Kilograme,853.0
Grau - total,din care: Exploatatii agricole individuale,Olt,2007,Kilograme,783.0
Grau - total,din care: Exploatatii agricole individuale,Sibiu,2007,Kilograme,2259.0
Grau - total,din care: Exploatatii agricole individuale,Calarasi,2007,Kilograme,751.0
Grau - total,Sector privat,Giurgiu,2007,Kilograme,1225.0
Grau - total,din care: Exploatatii agricole individuale,Cluj,2007,Kilograme,2383.0
Grau - total,Sector privat,Satu Mare,2007,Kilograme,2623.0
Grau - total,din care: Exploatatii agricole individuale,Vrancea,2007,Kilograme,1270.0
Grau - total,Sector privat,Botosani,2007,Kilograme,1808.0
Grau - total,Sector privat,Tulcea,2007,Kilograme,840.0
Grau - total,din care: Exploatatii agricole individuale,Vaslui,2007,Kilograme,971.0
Grau - total,Sector privat,Salaj,2007,Kilograme,2002.0
Grau - total,din care: Exploatatii agricole individuale,Galati,2007,Kilograme,1173.0
Grau - total,din care: Exploatatii agricole individuale,Iasi,2007,Kilograme,670.0
Grau - total,Sector privat,Ialomita,2007,Kilograme,1205.0
Grau - total,din care: Exploatatii agricole individuale,Ialomita,2007,Kilograme,939.0
Grau - total,Sector privat,Constanta,2007,Kilograme,1438.0
Grau - total,Sector privat,Valcea,2007,Kilograme,2052.0
Grau - total,din care: Exploatatii agricole individuale,Giurgiu,2007,Kilograme,832.0
Grau - total,Sector privat,Iasi,2007,Kilograme,1282.0
Grau - total,din care: Exploatatii agricole individuale,Harghita,2007,Kilograme,2057.0
Grau - total,din care: Exploatatii agricole individuale,Dolj,2007,Kilograme,654.0
Grau - total,Sector privat,Alba,2007,Kilograme,2581.0
Grau - total,din care: Exploatatii agricole individuale,Mures,2007,Kilograme,2120.0
Grau - total,Sector privat,Prahova,2007,Kilograme,1557.0
Grau - total,Sector privat,Braila,2007,Kilograme,1969.0
Grau - total,din care: Exploatatii agricole individuale,Prahova,2007,Kilograme,996.0
Grau - total,din care: Exploatatii agricole individuale,Dolj,2008,Kilograme,2864.0
Grau - total,Sector privat,Satu Mare,2008,Kilograme,3289.0
Grau - total,din care: Exploatatii agricole individuale,Caras-Severin,2008,Kilograme,2892.0
Grau - total,din care: Exploatatii agricole individuale,Satu Mare,2008,Kilograme,2806.0
Grau - total,din care: Exploatatii agricole individuale,Vrancea,2008,Kilograme,3375.0
Grau - total,Sector privat,Neamt,2008,Kilograme,3233.0
Grau - total,Sector privat,Arad,2008,Kilograme,3403.0
Grau - total,Sector privat,Brasov,2008,Kilograme,3360.0
Grau - total,Sector privat,Teleorman,2008,Kilograme,3382.0
Grau - total,din care: Exploatatii agricole individuale,Tulcea,2008,Kilograme,3265.0
Grau - total,Sector privat,Constanta,2008,Kilograme,3916.0
Grau - total,din care: Exploatatii agricole individuale,Ialomita,2008,Kilograme,3195.0
Grau - total,din care: Exploatatii agricole individuale,Gorj,2008,Kilograme,2859.0
Grau - total,Sector privat,Suceava,2008,Kilograme,2959.0
Grau - total,Sector privat,Caras-Severin,2008,Kilograme,2904.0
Grau - total,din care: Exploatatii agricole individuale,Teleorman,2008,Kilograme,3102.0
Grau - total,din care: Exploatatii agricole individuale,Hunedoara,2008,Kilograme,3055.0
Grau - total,Sector privat,Covasna,2008,Kilograme,4050.0
Grau - total,din care: Exploatatii agricole individuale,Alba,2008,Kilograme,3080.0
Grau - total,din care: Exploatatii agricole individuale,Covasna,2008,Kilograme,4055.0
Grau - total,Sector privat,Ilfov,2008,Kilograme,3350.0
Grau - total,din care: Exploatatii agricole individuale,Vaslui,2008,Kilograme,1686.0
Grau - total,Sector privat,Vrancea,2008,Kilograme,3697.0
Grau - total,din care: Exploatatii agricole individuale,Prahova,2008,Kilograme,2981.0
Grau - total,din care: Exploatatii agricole individuale,Mehedinti,2008,Kilograme,3286.0
Grau - total,Sector privat,Hunedoara,2008,Kilograme,2978.0
Grau - total,din care: Exploatatii agricole individuale,Arges,2008,Kilograme,3120.0
Grau - total,Sector privat,Harghita,2008,Kilograme,2421.0
Grau - total,Sector privat,Bistrita-Nasaud,2008,Kilograme,3040.0
Grau - total,Sector privat,Arges,2008,Kilograme,3244.0
Grau - total,din care: Exploatatii agricole individuale,Suceava,2008,Kilograme,2964.0
Grau - total,din care: Exploatatii agricole individuale,Neamt,2008,Kilograme,3134.0
Grau - total,Sector privat,Buzau,2008,Kilograme,3195.0
Grau - total,din care: Exploatatii agricole individuale,Brasov,2008,Kilograme,3490.0
Grau - total,Sector privat,Timis,2008,Kilograme,3549.0
Grau - total,din care: Exploatatii agricole individuale,Buzau,2008,Kilograme,3177.0
Grau - total,Sector privat,Dolj,2008,Kilograme,2965.0
Grau - total,Sector privat,Mures,2008,Kilograme,3300.0
Grau - total,Sector privat,Galati,2008,Kilograme,3405.0
Grau - total,Sector privat,Calarasi,2008,Kilograme,3878.0
Grau - total,din care: Exploatatii agricole individuale,Bacau,2008,Kilograme,2874.0
Grau - total,Sector privat,Cluj,2008,Kilograme,3183.0
Grau - total,din care: Exploatatii agricole individuale,Braila,2008,Kilograme,3201.0
Grau - total,din care: Exploatatii agricole individuale,Dambovita,2008,Kilograme,3079.0
Grau - total,din care: Exploatatii agricole individuale,Bihor,2008,Kilograme,3838.0
Grau - total,Sector privat,Gorj,2008,Kilograme,2845.0
Grau - total,din care: Exploatatii agricole individuale,Constanta,2008,Kilograme,4128.0
Grau - total,Sector privat,Sibiu,2008,Kilograme,2869.0
Grau - total,din care: Exploatatii agricole individuale,Timis,2008,Kilograme,3538.0
Grau - total,din care: Exploatatii agricole individuale,Valcea,2008,Kilograme,3222.0
Grau - total,Sector privat,Dambovita,2008,Kilograme,3072.0
Grau - total,din care: Exploatatii agricole individuale,Arad,2008,Kilograme,3339.0
Grau - total,Sector privat,Maramures,2008,Kilograme,2722.0
Grau - total,Sector privat,Braila,2008,Kilograme,3950.0
Grau - total,din care: Exploatatii agricole individuale,Botosani,2008,Kilograme,2964.0
Grau - total,din care: Exploatatii agricole individuale,Bistrita-Nasaud,2008,Kilograme,3048.0
Grau - total,Sector privat,Mehedinti,2008,Kilograme,3284.0
Grau - total,Sector privat,Bacau,2008,Kilograme,3077.0
Grau - total,din care: Exploatatii agricole individuale,Ilfov,2008,Kilograme,3828.0
Grau - total,Sector privat,Giurgiu,2008,Kilograme,3353.0
Grau - total,din care: Exploatatii agricole individuale,Sibiu,2008,Kilograme,2987.0
Grau - total,din care: Exploatatii agricole individuale,Calarasi,2008,Kilograme,3902.0
Grau - total,Sector privat,Alba,2008,Kilograme,3076.0
Grau - total,din care: Exploatatii agricole individuale,Olt,2008,Kilograme,2954.0
Grau - total,din care: Exploatatii agricole individuale,Cluj,2008,Kilograme,3153.0
Grau - total,Sector privat,Olt,2008,Kilograme,3099.0
Grau - total,Sector privat,Vaslui,2008,Kilograme,3676.0
Grau - total,Sector privat,Botosani,2008,Kilograme,2970.0
Grau - total,Sector privat,Tulcea,2008,Kilograme,3034.0
Grau - total,Sector privat,Salaj,2008,Kilograme,2958.0
Grau - total,din care: Exploatatii agricole individuale,Galati,2008,Kilograme,2932.0
Grau - total,Sector privat,Ialomita,2008,Kilograme,3727.0
Grau - total,din care: Exploatatii agricole individuale,Salaj,2008,Kilograme,3082.0
Grau - total,din care: Exploatatii agricole individuale,Iasi,2008,Kilograme,2954.0
Grau - total,din care: Exploatatii agricole individuale,Maramures,2008,Kilograme,2717.0
Grau - total,Sector privat,Valcea,2008,Kilograme,3182.0
Grau - total,din care: Exploatatii agricole individuale,Giurgiu,2008,Kilograme,3228.0
Grau - total,Sector privat,Iasi,2008,Kilograme,2986.0
Grau - total,Sector privat,Prahova,2008,Kilograme,3171.0
Grau - total,din care: Exploatatii agricole individuale,Harghita,2008,Kilograme,2447.0
Grau - total,din care: Exploatatii agricole individuale,Mures,2008,Kilograme,3292.0
Grau - total,Sector privat,Bihor,2008,Kilograme,3750.0
Grau - total,din care: Exploatatii agricole individuale,Dolj,2009,Kilograme,2480.0
Grau - total,Sector privat,Valcea,2009,Kilograme,3167.0
Grau - total,Sector privat,Neamt,2009,Kilograme,2839.0
Grau - total,din care: Exploatatii agricole individuale,Vrancea,2009,Kilograme,2171.0
Grau - total,din care: Exploatatii agricole individuale,Satu Mare,2009,Kilograme,2510.0
Grau - total,Sector privat,Arad,2009,Kilograme,2511.0
Grau - total,din care: Exploatatii agricole individuale,Caras-Severin,2009,Kilograme,2780.0
Grau - total,Sector privat,Braila,2009,Kilograme,2589.0
Grau - total,din care: Exploatatii agricole individuale,Bacau,2009,Kilograme,2083.0
Grau - total,Sector privat,Brasov,2009,Kilograme,3032.0
Grau - total,din care: Exploatatii agricole individuale,Salaj,2009,Kilograme,1533.0
Grau - total,Sector privat,Buzau,2009,Kilograme,2578.0
Grau - total,Sector privat,Harghita,2009,Kilograme,2463.0
Grau - total,din care: Exploatatii agricole individuale,Prahova,2009,Kilograme,2996.0
Grau - total,Sector privat,Hunedoara,2009,Kilograme,2048.0
Grau - total,Sector privat,Arges,2009,Kilograme,2807.0
Grau - total,Sector privat,Bistrita-Nasaud,2009,Kilograme,2173.0
Grau - total,din care: Exploatatii agricole individuale,Brasov,2009,Kilograme,3039.0
Grau - total,din care: Exploatatii agricole individuale,Neamt,2009,Kilograme,3183.0
Grau - total,din care: Exploatatii agricole individuale,Teleorman,2009,Kilograme,1927.0
Grau - total,din care: Exploatatii agricole individuale,Buzau,2009,Kilograme,2631.0
Grau - total,din care: Exploatatii agricole individuale,Vaslui,2009,Kilograme,1247.0
Grau - total,Sector privat,Mures,2009,Kilograme,2858.0
Grau - total,Sector privat,Dolj,2009,Kilograme,2586.0
Grau - total,Sector privat,Calarasi,2009,Kilograme,2125.0
Grau - total,din care: Exploatatii agricole individuale,Braila,2009,Kilograme,1904.0
Grau - total,Sector privat,Cluj,2009,Kilograme,2524.0
Grau - total,Sector privat,Sibiu,2009,Kilograme,2699.0
Grau - total,din care: Exploatatii agricole individuale,Bihor,2009,Kilograme,1786.0
Grau - total,Sector privat,Gorj,2009,Kilograme,2659.0
Grau - total,din care: Exploatatii agricole individuale,Dambovita,2009,Kilograme,2687.0
Grau - total,din care: Exploatatii agricole individuale,Constanta,2009,Kilograme,1773.0
Grau - total,din care: Exploatatii agricole individuale,Timis,2009,Kilograme,2753.0
Grau - total,din care: Exploatatii agricole individuale,Valcea,2009,Kilograme,3187.0
Grau - total,Sector privat,Galati,2009,Kilograme,1786.0
Grau - total,Sector privat,Vaslui,2009,Kilograme,2998.0
Grau - total,Sector privat,Maramures,2009,Kilograme,2313.0
Grau - total,din care: Exploatatii agricole individuale,Arad,2009,Kilograme,2104.0
Grau - total,Sector privat,Dambovita,2009,Kilograme,2675.0
Grau - total,din care: Exploatatii agricole individuale,Botosani,2009,Kilograme,2062.0
Grau - total,Sector privat,Bacau,2009,Kilograme,2277.0
Grau - total,din care: Exploatatii agricole individuale,Bistrita-Nasaud,2009,Kilograme,2147.0
Grau - total,Sector privat,Mehedinti,2009,Kilograme,2686.0
Grau - total,Sector privat,Giurgiu,2009,Kilograme,2521.0
Grau - total,din care: Exploatatii agricole individuale,Calarasi,2009,Kilograme,1882.0
Grau - total,Sector privat,Botosani,2009,Kilograme,2314.0
Grau - total,Sector privat,Satu Mare,2009,Kilograme,2925.0
Grau - total,Sector privat,Olt,2009,Kilograme,2556.0
Grau - total,din care: Exploatatii agricole individuale,Olt,2009,Kilograme,2541.0
Grau - total,din care: Exploatatii agricole individuale,Suceava,2009,Kilograme,2995.0
Grau - total,din care: Exploatatii agricole individuale,Sibiu,2009,Kilograme,2888.0
Grau - total,Sector privat,Tulcea,2009,Kilograme,1351.0
Grau - total,din care: Exploatatii agricole individuale,Cluj,2009,Kilograme,2464.0
Grau - total,din care: Exploatatii agricole individuale,Ilfov,2009,Kilograme,2254.0
Grau - total,din care: Exploatatii agricole individuale,Mures,2009,Kilograme,2819.0
Grau - total,din care: Exploatatii agricole individuale,Galati,2009,Kilograme,1511.0
Grau - total,Sector privat,Salaj,2009,Kilograme,1515.0
Grau - total,Sector privat,Ialomita,2009,Kilograme,2109.0
Grau - total,din care: Exploatatii agricole individuale,Ialomita,2009,Kilograme,1729.0
Grau - total,Sector privat,Teleorman,2009,Kilograme,2256.0
Grau - total,din care: Exploatatii agricole individuale,Iasi,2009,Kilograme,1673.0
Grau - total,Sector privat,Iasi,2009,Kilograme,2037.0
Grau - total,din care: Exploatatii agricole individuale,Maramures,2009,Kilograme,2325.0
Grau - total,din care: Exploatatii agricole individuale,Giurgiu,2009,Kilograme,2361.0
Grau - total,din care: Exploatatii agricole individuale,Harghita,2009,Kilograme,2453.0
Grau - total,Sector privat,Prahova,2009,Kilograme,2819.0
Grau - total,Sector privat,Alba,2009,Kilograme,2063.0
Grau - total,Sector privat,Constanta,2009,Kilograme,2178.0
Grau - total,din care: Exploatatii agricole individuale,Gorj,2009,Kilograme,2653.0
Grau - total,Sector privat,Suceava,2009,Kilograme,2977.0
Grau - total,Sector privat,Caras-Severin,2009,Kilograme,2751.0
Grau - total,Sector privat,Covasna,2009,Kilograme,3285.0
Grau - total,din care: Exploatatii agricole individuale,Hunedoara,2009,Kilograme,2068.0
Grau - total,Sector privat,Ilfov,2009,Kilograme,2218.0
Grau - total,din care: Exploatatii agricole individuale,Covasna,2009,Kilograme,3220.0
Grau - total,Sector privat,Bihor,2009,Kilograme,1880.0
Grau - total,din care: Exploatatii agricole individuale,Tulcea,2009,Kilograme,1123.0
Grau - total,din care: Exploatatii agricole individuale,Alba,2009,Kilograme,1905.0
Grau - total,din care: Exploatatii agricole individuale,Arges,2009,Kilograme,3012.0
Grau - total,Sector privat,Vrancea,2009,Kilograme,2500.0
Grau - total,din care: Exploatatii agricole individuale,Mehedinti,2009,Kilograme,2702.0
Grau - total,Sector privat,Timis,2009,Kilograme,3013.0
Grau - total,Sector privat,Bihor,2010,Kilograme,3128.0
Grau - total,Sector privat,Buzau,2010,Kilograme,3135.0
Grau - total,Sector privat,Municipiul Bucuresti,2010,Kilograme,4526.0
Grau - total,Sector privat,Arges,2010,Kilograme,2358.0
Grau - total,din care: Exploatatii agricole individuale,Brasov,2010,Kilograme,2571.0
Grau - total,Sector privat,Timis,2010,Kilograme,2921.0
Grau - total,din care: Exploatatii agricole individuale,Timis,2010,Kilograme,3101.0
Grau - total,Sector privat,Harghita,2010,Kilograme,2277.0
Grau - total,din care: Exploatatii agricole individuale,Neamt,2010,Kilograme,2874.0
Grau - total,Sector privat,Bistrita-Nasaud,2010,Kilograme,1944.0
Grau - total,Sector privat,Dolj,2010,Kilograme,2630.0
Grau - total,Sector privat,Vaslui,2010,Kilograme,2518.0
Grau - total,Sector privat,Constanta,2010,Kilograme,2620.0
Grau - total,din care: Exploatatii agricole individuale,Botosani,2010,Kilograme,3314.0
Grau - total,din care: Exploatatii agricole individuale,Gorj,2010,Kilograme,2695.0
Grau - total,din care: Exploatatii agricole individuale,Bihor,2010,Kilograme,3027.0
Grau - total,din care: Exploatatii agricole individuale,Covasna,2010,Kilograme,2625.0
Grau - total,Sector privat,Calarasi,2010,Kilograme,2491.0
Grau - total,Sector privat,Mures,2010,Kilograme,2970.0
Grau - total,Sector privat,Cluj,2010,Kilograme,3078.0
Grau - total,Sector privat,Gorj,2010,Kilograme,2687.0
Grau - total,din care: Exploatatii agricole individuale,Salaj,2010,Kilograme,2196.0
Grau - total,Sector privat,Sibiu,2010,Kilograme,2484.0
Grau - total,Sector privat,Mehedinti,2010,Kilograme,2767.0
Grau - total,Sector privat,Dambovita,2010,Kilograme,2194.0
Grau - total,Sector privat,Maramures,2010,Kilograme,1933.0
Grau - total,din care: Exploatatii agricole individuale,Prahova,2010,Kilograme,2618.0
Grau - total,din care: Exploatatii agricole individuale,Buzau,2010,Kilograme,3948.0
Grau - total,Sector privat,Tulcea,2010,Kilograme,2414.0
Grau - total,din care: Exploatatii agricole individuale,Braila,2010,Kilograme,2908.0
Grau - total,din care: Exploatatii agricole individuale,Municipiul Bucuresti,2010,Kilograme,4526.0
Grau - total,Sector privat,Giurgiu,2010,Kilograme,2886.0
Grau - total,Sector privat,Bacau,2010,Kilograme,2716.0
Grau - total,din care: Exploatatii agricole individuale,Suceava,2010,Kilograme,2469.0
Grau - total,din care: Exploatatii agricole individuale,Constanta,2010,Kilograme,2432.0
Grau - total,din care: Exploatatii agricole individuale,Cluj,2010,Kilograme,2993.0
Grau - total,din care: Exploatatii agricole individuale,Sibiu,2010,Kilograme,2581.0
Grau - total,Sector privat,Olt,2010,Kilograme,2141.0
Grau - total,Sector privat,Satu Mare,2010,Kilograme,2917.0
Grau - total,din care: Exploatatii agricole individuale,Iasi,2010,Kilograme,2729.0
Grau - total,din care: Exploatatii agricole individuale,Dambovita,2010,Kilograme,2242.0
Grau - total,din care: Exploatatii agricole individuale,Galati,2010,Kilograme,3328.0
Grau - total,Sector privat,Botosani,2010,Kilograme,2971.0
Grau - total,Sector privat,Valcea,2010,Kilograme,2824.0
Grau - total,din care: Exploatatii agricole individuale,Calarasi,2010,Kilograme,2233.0
Grau - total,Sector privat,Salaj,2010,Kilograme,2060.0
Grau - total,din care: Exploatatii agricole individuale,Olt,2010,Kilograme,2040.0
Grau - total,Sector privat,Ialomita,2010,Kilograme,2881.0
Grau - total,din care: Exploatatii agricole individuale,Ilfov,2010,Kilograme,3080.0
Grau - total,din care: Exploatatii agricole individuale,Maramures,2010,Kilograme,2034.0
Grau - total,din care: Exploatatii agricole individuale,Harghita,2010,Kilograme,2412.0
Grau - total,din care: Exploatatii agricole individuale,Giurgiu,2010,Kilograme,2564.0
Grau - total,Sector privat,Iasi,2010,Kilograme,2545.0
Grau - total,din care: Exploatatii agricole individuale,Ialomita,2010,Kilograme,2440.0
Grau - total,din care: Exploatatii agricole individuale,Caras-Severin,2010,Kilograme,2512.0
Grau - total,din care: Exploatatii agricole individuale,Dolj,2010,Kilograme,2554.0
Grau - total,Sector privat,Alba,2010,Kilograme,2945.0
Grau - total,din care: Exploatatii agricole individuale,Satu Mare,2010,Kilograme,2687.0
Grau - total,din care: Exploatatii agricole individuale,Valcea,2010,Kilograme,2864.0
Grau - total,Sector privat,Prahova,2010,Kilograme,2599.0
Grau - total,Sector privat,Arad,2010,Kilograme,3214.0
Grau - total,Sector privat,Braila,2010,Kilograme,3102.0
Grau - total,din care: Exploatatii agricole individuale,Vrancea,2010,Kilograme,2319.0
Grau - total,Sector privat,Brasov,2010,Kilograme,2667.0
Grau - total,din care: Exploatatii agricole individuale,Bistrita-Nasaud,2010,Kilograme,1901.0
Grau - total,Sector privat,Neamt,2010,Kilograme,2896.0
Grau - total,din care: Exploatatii agricole individuale,Mehedinti,2010,Kilograme,2790.0
Grau - total,din care: Exploatatii agricole individuale,Arad,2010,Kilograme,3018.0
Grau - total,Sector privat,Teleorman,2010,Kilograme,2616.0
Grau - total,din care: Exploatatii agricole individuale,Hunedoara,2010,Kilograme,2730.0
Grau - total,Sector privat,Caras-Severin,2010,Kilograme,2724.0
Grau - total,din care: Exploatatii agricole individuale,Arges,2010,Kilograme,2448.0
Grau - total,din care: Exploatatii agricole individuale,Tulcea,2010,Kilograme,2415.0
Grau - total,din care: Exploatatii agricole individuale,Alba,2010,Kilograme,2828.0
Grau - total,din care: Exploatatii agricole individuale,Mures,2010,Kilograme,2981.0
Grau - total,Sector privat,Ilfov,2010,Kilograme,3005.0
Grau - total,din care: Exploatatii agricole individuale,Bacau,2010,Kilograme,2510.0
Grau - total,Sector privat,Suceava,2010,Kilograme,2508.0
Grau - total,Sector privat,Covasna,2010,Kilograme,2645.0
Grau - total,Sector privat,Hunedoara,2010,Kilograme,2695.0
Grau - total,din care: Exploatatii agricole individuale,Teleorman,2010,Kilograme,2309.0
Grau - total,Sector privat,Vrancea,2010,Kilograme,2518.0
Grau - total,din care: Exploatatii agricole individuale,Vaslui,2010,Kilograme,1921.0
Grau - total,Sector privat,Galati,2010,Kilograme,2450.0
Grau - total,din care: Exploatatii agricole individuale,Vaslui,2011,Kilograme,3173.0
Grau - total,Sector privat,Vrancea,2011,Kilograme,3374.0
Grau - total,Sector privat,Buzau,2011,Kilograme,3360.0
Grau - total,Sector privat,Galati,2011,Kilograme,3159.0
Grau - total,din care: Exploatatii agricole individuale,Brasov,2011,Kilograme,3834.0
Grau - total,Sector privat,Timis,2011,Kilograme,4182.0
Grau - total,Sector privat,Arges,2011,Kilograme,3577.0
Grau - total,Sector privat,Harghita,2011,Kilograme,3269.0
Grau - total,din care: Exploatatii agricole individuale,Timis,2011,Kilograme,4380.0
Grau - total,Sector privat,Constanta,2011,Kilograme,4302.0
Grau - total,Sector privat,Vaslui,2011,Kilograme,3345.0
Grau - total,Sector privat,Dolj,2011,Kilograme,3057.0
Grau - total,Sector privat,Bistrita-Nasaud,2011,Kilograme,3618.0
Grau - total,din care: Exploatatii agricole individuale,Botosani,2011,Kilograme,3329.0
Grau - total,din care: Exploatatii agricole individuale,Gorj,2011,Kilograme,3576.0
Grau - total,din care: Exploatatii agricole individuale,Covasna,2011,Kilograme,3918.0
Grau - total,Sector privat,Mures,2011,Kilograme,3690.0
Grau - total,Sector privat,Calarasi,2011,Kilograme,4045.0
Grau - total,Sector privat,Cluj,2011,Kilograme,3131.0
Grau - total,din care: Exploatatii agricole individuale,Bihor,2011,Kilograme,4168.0
Grau - total,Sector privat,Gorj,2011,Kilograme,3559.0
Grau - total,din care: Exploatatii agricole individuale,Vrancea,2011,Kilograme,2851.0
Grau - total,Sector privat,Dambovita,2011,Kilograme,3327.0
Grau - total,Sector privat,Maramures,2011,Kilograme,3078.0
Grau - total,Sector privat,Sibiu,2011,Kilograme,3324.0
Grau - total,din care: Exploatatii agricole individuale,Prahova,2011,Kilograme,3625.0
Grau - total,Sector privat,Mehedinti,2011,Kilograme,3326.0
Grau - total,din care: Exploatatii agricole individuale,Buzau,2011,Kilograme,4030.0
Grau - total,Sector privat,Tulcea,2011,Kilograme,3414.0
Grau - total,din care: Exploatatii agricole individuale,Braila,2011,Kilograme,3784.0
Grau - total,Sector privat,Bacau,2011,Kilograme,3676.0
Grau - total,din care: Exploatatii agricole individuale,Constanta,2011,Kilograme,3414.0
