PRINCIPALELE_CULTURI,FORME_DE_PROPRIETATE,REF_AREA,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
Porumb boabe,din care: Exploatatii agricole individuale,Salaj,1992,Kilograme,1639.0
Porumb boabe,din care: Exploatatii agricole individuale,Constanta,1992,Kilograme,1869.0
Porumb boabe,Sector privat,Caras-Severin,1992,Kilograme,1517.0
Porumb boabe,din care: Exploatatii agricole individuale,Calarasi,1992,Kilograme,3218.0
Porumb boabe,Sector privat,Teleorman,1992,Kilograme,1744.0
Porumb boabe,din care: Exploatatii agricole individuale,Prahova,1992,Kilograme,2574.0
Porumb boabe,Sector privat,Tulcea,1992,Kilograme,2206.0
Porumb boabe,Sector privat,Iasi,1992,Kilograme,1981.0
Porumb boabe,din care: Exploatatii agricole individuale,Hunedoara,1992,Kilograme,1788.0
Porumb boabe,din care: Exploatatii agricole individuale,Olt,1992,Kilograme,1564.0
Porumb boabe,din care: Exploatatii agricole individuale,Alba,1992,Kilograme,1845.0
Porumb boabe,Sector privat,Alba,1992,Kilograme,1834.0
Porumb boabe,Sector privat,Hunedoara,1992,Kilograme,1810.0
Porumb boabe,Sector privat,Mun. Bucuresti -incl. SAI,1992,Kilograme,1790.0
Porumb boabe,din care: Exploatatii agricole individuale,Tulcea,1992,Kilograme,2292.0
Porumb boabe,din care: Exploatatii agricole individuale,Giurgiu,1992,Kilograme,1683.0
Porumb boabe,Sector privat,Vrancea,1992,Kilograme,1385.0
Porumb boabe,Sector privat,Neamt,1992,Kilograme,2082.0
Porumb boabe,din care: Exploatatii agricole individuale,Timis,1992,Kilograme,1620.0
Porumb boabe,din care: Exploatatii agricole individuale,Neamt,1992,Kilograme,2087.0
Porumb boabe,din care: Exploatatii agricole individuale,Brasov,1992,Kilograme,2702.0
Porumb boabe,Sector privat,Brasov,1992,Kilograme,2666.0
Porumb boabe,din care: Exploatatii agricole individuale,Gorj,1992,Kilograme,2475.0
Porumb boabe,Sector privat,Timis,1992,Kilograme,1638.0
Porumb boabe,Sector privat,Dolj,1992,Kilograme,2138.0
Porumb boabe,Sector privat,Arges,1992,Kilograme,1763.0
Porumb boabe,din care: Exploatatii agricole individuale,Vrancea,1992,Kilograme,1400.0
Porumb boabe,Sector privat,Suceava,1992,Kilograme,2030.0
Porumb boabe,Sector privat,Bihor,1992,Kilograme,1553.0
Porumb boabe,Sector privat,Covasna,1993,Kilograme,2734.0
Porumb boabe,din care: Exploatatii agricole individuale,Suceava,1993,Kilograme,2894.0
Porumb boabe,din care: Exploatatii agricole individuale,Covasna,1993,Kilograme,2732.0
Porumb boabe,din care: Exploatatii agricole individuale,Bihor,1993,Kilograme,2808.0
Porumb boabe,din care: Exploatatii agricole individuale,Dambovita,1993,Kilograme,2564.0
Porumb boabe,Sector privat,Gorj,1993,Kilograme,2160.0
Porumb boabe,Sector privat,Calarasi,1993,Kilograme,3879.0
Porumb boabe,Sector privat,Vaslui,1993,Kilograme,3038.0
Porumb boabe,din care: Exploatatii agricole individuale,Vaslui,1993,Kilograme,3101.0
Porumb boabe,Sector privat,Harghita,1993,Kilograme,2491.0
Porumb boabe,Sector privat,Bistrita-Nasaud,1993,Kilograme,2177.0
Porumb boabe,din care: Exploatatii agricole individuale,Mun. Bucuresti -incl. SAI,1993,Kilograme,4089.0
Porumb boabe,din care: Exploatatii agricole individuale,Harghita,1993,Kilograme,2419.0
Porumb boabe,din care: Exploatatii agricole individuale,Bistrita-Nasaud,1993,Kilograme,2181.0
Porumb boabe,din care: Exploatatii agricole individuale,Galati,1993,Kilograme,3508.0
Porumb boabe,din care: Exploatatii agricole individuale,Ialomita,1993,Kilograme,3659.0
Porumb boabe,Sector privat,Mehedinti,1993,Kilograme,596.0
Porumb boabe,Sector privat,Dambovita,1993,Kilograme,2537.0
Porumb boabe,Sector privat,Braila,1993,Kilograme,4333.0
Porumb boabe,Sector privat,Mures,1993,Kilograme,3599.0
Porumb boabe,din care: Exploatatii agricole individuale,Olt,1993,Kilograme,637.0
Porumb boabe,din care: Exploatatii agricole individuale,Iasi,1993,Kilograme,3663.0
Porumb boabe,din care: Exploatatii agricole individuale,Mures,1993,Kilograme,3610.0
Porumb boabe,din care: Exploatatii agricole individuale,Cluj,1993,Kilograme,2554.0
Porumb boabe,Sector privat,Olt,1993,Kilograme,635.0
Porumb boabe,din care: Exploatatii agricole individuale,Mehedinti,1993,Kilograme,604.0
Porumb boabe,Sector privat,Giurgiu,1993,Kilograme,1998.0
Porumb boabe,din care: Exploatatii agricole individuale,Valcea,1993,Kilograme,3042.0
Porumb boabe,Sector privat,Buzau,1993,Kilograme,2993.0
Porumb boabe,din care: Exploatatii agricole individuale,Arges,1993,Kilograme,1794.0
Porumb boabe,din care: Exploatatii agricole individuale,Dolj,1993,Kilograme,320.0
Porumb boabe,Sector privat,Sibiu,1993,Kilograme,3043.0
Porumb boabe,din care: Exploatatii agricole individuale,Sibiu,1993,Kilograme,3109.0
Porumb boabe,Sector privat,Maramures,1993,Kilograme,2322.0
Porumb boabe,din care: Exploatatii agricole individuale,Maramures,1993,Kilograme,2322.0
Porumb boabe,Sector privat,Valcea,1993,Kilograme,3041.0
Porumb boabe,Sector privat,Ialomita,1993,Kilograme,3720.0
Porumb boabe,Sector privat,Constanta,1993,Kilograme,2513.0
Porumb boabe,Sector privat,Bacau,1993,Kilograme,3585.0
Porumb boabe,Sector privat,Satu Mare,1993,Kilograme,3103.0
Porumb boabe,din care: Exploatatii agricole individuale,Arad,1993,Kilograme,3026.0
Porumb boabe,din care: Exploatatii agricole individuale,Buzau,1993,Kilograme,2982.0
Porumb boabe,din care: Exploatatii agricole individuale,Bacau,1993,Kilograme,3576.0
Porumb boabe,din care: Exploatatii agricole individuale,Satu Mare,1993,Kilograme,3024.0
Porumb boabe,din care: Exploatatii agricole individuale,Teleorman,1993,Kilograme,274.0
Porumb boabe,Sector privat,Arad,1993,Kilograme,2857.0
Porumb boabe,Sector privat,Prahova,1993,Kilograme,3797.0
Porumb boabe,Sector privat,Galati,1993,Kilograme,3502.0
Porumb boabe,din care: Exploatatii agricole individuale,Braila,1993,Kilograme,4248.0
Porumb boabe,Sector privat,Botosani,1993,Kilograme,3311.0
Porumb boabe,din care: Exploatatii agricole individuale,Caras-Severin,1993,Kilograme,2609.0
Porumb boabe,Sector privat,Salaj,1993,Kilograme,2432.0
Porumb boabe,din care: Exploatatii agricole individuale,Botosani,1993,Kilograme,3250.0
Porumb boabe,din care: Exploatatii agricole individuale,Salaj,1993,Kilograme,2446.0
Porumb boabe,Sector privat,Caras-Severin,1993,Kilograme,2592.0
Porumb boabe,din care: Exploatatii agricole individuale,Constanta,1993,Kilograme,2421.0
Porumb boabe,din care: Exploatatii agricole individuale,Calarasi,1993,Kilograme,3996.0
Porumb boabe,Sector privat,Teleorman,1993,Kilograme,278.0
Porumb boabe,din care: Exploatatii agricole individuale,Prahova,1993,Kilograme,3778.0
Porumb boabe,Sector privat,Tulcea,1993,Kilograme,2816.0
Porumb boabe,din care: Exploatatii agricole individuale,Hunedoara,1993,Kilograme,2547.0
Porumb boabe,Sector privat,Iasi,1993,Kilograme,3647.0
Porumb boabe,Sector privat,Cluj,1993,Kilograme,2593.0
Porumb boabe,din care: Exploatatii agricole individuale,Alba,1993,Kilograme,3367.0
Porumb boabe,Sector privat,Alba,1993,Kilograme,3282.0
Porumb boabe,Sector privat,Hunedoara,1993,Kilograme,2560.0
Porumb boabe,Sector privat,Mun. Bucuresti -incl. SAI,1993,Kilograme,4030.0
Porumb boabe,din care: Exploatatii agricole individuale,Giurgiu,1993,Kilograme,2055.0
Porumb boabe,din care: Exploatatii agricole individuale,Tulcea,1993,Kilograme,2841.0
Porumb boabe,din care: Exploatatii agricole individuale,Timis,1993,Kilograme,2629.0
Porumb boabe,Sector privat,Vrancea,1993,Kilograme,3267.0
Porumb boabe,Sector privat,Neamt,1993,Kilograme,3493.0
Porumb boabe,din care: Exploatatii agricole individuale,Neamt,1993,Kilograme,3426.0
Porumb boabe,Sector privat,Brasov,1993,Kilograme,3001.0
Porumb boabe,din care: Exploatatii agricole individuale,Brasov,1993,Kilograme,3061.0
Porumb boabe,Sector privat,Timis,1993,Kilograme,2615.0
Porumb boabe,Sector privat,Dolj,1993,Kilograme,329.0
Porumb boabe,din care: Exploatatii agricole individuale,Gorj,1993,Kilograme,2161.0
Porumb boabe,din care: Exploatatii agricole individuale,Vrancea,1993,Kilograme,3279.0
Porumb boabe,Sector privat,Arges,1993,Kilograme,1708.0
Porumb boabe,Sector privat,Suceava,1993,Kilograme,2904.0
Porumb boabe,Sector privat,Bihor,1993,Kilograme,2833.0
Porumb boabe,din care: Exploatatii agricole individuale,Suceava,1994,Kilograme,2476.0
Porumb boabe,din care: Exploatatii agricole individuale,Vrancea,1994,Kilograme,2135.0
Porumb boabe,Sector privat,Covasna,1994,Kilograme,2797.0
Porumb boabe,din care: Exploatatii agricole individuale,Covasna,1994,Kilograme,2794.0
Porumb boabe,Sector privat,Bihor,1994,Kilograme,2522.0
Porumb boabe,din care: Exploatatii agricole individuale,Bihor,1994,Kilograme,2493.0
Porumb boabe,din care: Exploatatii agricole individuale,Dambovita,1994,Kilograme,4440.0
Porumb boabe,Sector privat,Gorj,1994,Kilograme,4998.0
Porumb boabe,Sector privat,Calarasi,1994,Kilograme,3633.0
Porumb boabe,Sector privat,Vaslui,1994,Kilograme,1275.0
Porumb boabe,din care: Exploatatii agricole individuale,Vaslui,1994,Kilograme,1316.0
Porumb boabe,Sector privat,Harghita,1994,Kilograme,2612.0
Porumb boabe,Sector privat,Bistrita-Nasaud,1994,Kilograme,2058.0
Porumb boabe,din care: Exploatatii agricole individuale,Harghita,1994,Kilograme,2632.0
Porumb boabe,din care: Exploatatii agricole individuale,Mun. Bucuresti -incl. SAI,1994,Kilograme,4896.0
Porumb boabe,din care: Exploatatii agricole individuale,Bistrita-Nasaud,1994,Kilograme,2053.0
Porumb boabe,din care: Exploatatii agricole individuale,Ialomita,1994,Kilograme,3678.0
Porumb boabe,din care: Exploatatii agricole individuale,Galati,1994,Kilograme,1528.0
Porumb boabe,Sector privat,Mehedinti,1994,Kilograme,3999.0
Porumb boabe,Sector privat,Dambovita,1994,Kilograme,4416.0
Porumb boabe,din care: Exploatatii agricole individuale,Olt,1994,Kilograme,4162.0
Porumb boabe,din care: Exploatatii agricole individuale,Constanta,1994,Kilograme,2348.0
Porumb boabe,din care: Exploatatii agricole individuale,Mures,1994,Kilograme,3535.0
Porumb boabe,Sector privat,Mures,1994,Kilograme,3474.0
Porumb boabe,Sector privat,Cluj,1994,Kilograme,2566.0
